row_id,order_id,created_at,item_id,quantity,cust_name,in_or_out,recipe_id,item_name,item_cat,item_size,item_price
212,ORD170,"2024-02-14 08:24:00",It006,1,Peyton,in,HDR-CRM-MD,"Caramel Macchiato","Hot Drinks",Medium,4.20
213,ORD171,"2024-02-14 08:31:00",It020,1,Brooke,out,CDR-ICT-LG,"Iced Tea","Cold Drinks",Large,3.55
214,ORD172,"2024-02-14 08:38:00",It010,1,Sam,in,HDR-MOC-LG,Mocha,"Hot Drinks",Large,4.60
215,ORD173,"2024-02-14 08:45:00",It025,1,Pat,out,NULL,NULL,NULL,NULL,NULL
216,ORD173,"2024-02-14 08:45:00",It007,1,Pat,n/a,HDR-CRM-LG,"Caramel Macchiato","Hot Drinks",Large,4.60
217,ORD174,"2024-02-14 08:53:00",It013,1,Alex,in,HDR-HCH-MD,"Hot Chocolate","Hot Drinks",Medium,4.20
218,ORD175,"2024-02-14 09:00:00",It028,1,Jordan,out,NULL,NULL,NULL,NULL,NULL
219,ORD176,"2024-02-14 09:07:00",It004,1,Chris,in,HDR-LAT-LG,Latte,"Hot Drinks",Large,3.75
220,ORD177,"2024-02-14 09:14:00",It016,1,Morgan,out,CDR-CCF-LG,"Cold Coffee","Cold Drinks",Large,3.75
221,ORD178,"2024-02-14 09:21:00",It024,1,Taylor,in,SNK-SSM,"Sandwich Salami&Mozzarella",Snacks,N/A,5.50
222,ORD179,"2024-02-14 09:28:00",It012,1,Casey,out,HDR-WMO-LG,"White Mocha","Hot Drinks",Large,4.70
223,ORD180,"2024-02-14 09:35:00",It009,1,Jamie,in,HDR-MOC-MD,Mocha,"Hot Drinks",Medium,4.00
224,ORD181,"2024-02-14 09:42:00",It002,1,Riley,out,HDR-CAP-LG,Cappuccino,"Hot Drinks",Large,3.75
225,ORD182,"2024-02-14 09:49:00",It018,1,Cameron,in,CDR-CMO-LG,"Cold Mocha","Cold Drinks",Large,4.60
226,ORD183,"2024-02-14 09:57:00",It021,1,Quinn,out,CDR-LMN-MD,Lemonade,"Cold Drinks",Medium,3.35
227,ORD184,"2024-02-14 10:04:00",It015,1,Brooke,in,CDR-CCF-MD,"Cold Coffee","Cold Drinks",Medium,3.45
228,ORD185,"2024-02-14 10:21:00",It007,1,Sam,out,HDR-CRM-LG,"Caramel Macchiato","Hot Drinks",Large,4.60
229,ORD186,"2024-02-14 10:38:00",It028,1,Pat,in,NULL,NULL,NULL,NULL,NULL
230,ORD187,"2024-02-14 10:55:00",It001,1,Alex,out,HDR-CAP-MD,Cappuccino,"Hot Drinks",Medium,3.45
231,ORD188,"2024-02-14 11:12:00",It024,1,Jordan,in,SNK-SSM,"Sandwich Salami&Mozzarella",Snacks,N/A,5.50
232,ORD189,"2024-02-14 11:29:00",It018,1,Chris,out,CDR-CMO-LG,"Cold Mocha","Cold Drinks",Large,4.60
233,ORD189,"2024-02-14 11:29:00",It022,1,Chris,n/a,CDR-LMN-LG,Lemonade,"Cold Drinks",Large,3.75
234,ORD190,"2024-02-14 11:46:00",It012,1,Morgan,in,HDR-WMO-LG,"White Mocha","Hot Drinks",Large,4.70
235,ORD191,"2024-02-14 12:03:00",It003,1,Taylor,out,HDR-LAT-MD,Latte,"Hot Drinks",Medium,3.45
236,ORD192,"2024-02-14 12:10:00",It016,1,Casey,in,CDR-CCF-LG,"Cold Coffee","Cold Drinks",Large,3.75
237,ORD193,"2024-02-14 12:17:00",It009,1,Jamie,out,HDR-MOC-MD,Mocha,"Hot Drinks",Medium,4.00
238,ORD194,"2024-02-14 12:24:00",It027,1,Riley,in,NULL,NULL,NULL,NULL,NULL
239,ORD195,"2024-02-14 12:31:00",It005,1,Cameron,out,HDR-FLT,"Flat White","Hot Drinks",N/A,3.15
240,ORD195,"2024-02-14 12:31:00",It011,1,Cameron,n/a,HDR-WMO-MD,"White Mocha","Hot Drinks",Medium,4.50
241,ORD196,"2024-02-14 12:38:00",It014,1,Quinn,in,HDR-HCH-LG,"Hot Chocolate","Hot Drinks",Large,4.60
242,ORD197,"2024-02-14 12:45:00",It020,1,Peyton,out,CDR-ICT-LG,"Iced Tea","Cold Drinks",Large,3.55
243,ORD198,"2024-02-14 12:52:00",It006,1,Brooke,in,HDR-CRM-MD,"Caramel Macchiato","Hot Drinks",Medium,4.20
244,ORD199,"2024-02-14 13:00:00",It022,1,Sam,out,CDR-LMN-LG,Lemonade,"Cold Drinks",Large,3.75
245,ORD200,"2024-02-14 13:08:00",It017,1,Pat,in,CDR-CMO-MD,"Cold Mocha","Cold Drinks",Medium,4.00
246,ORD201,"2024-02-14 13:15:00",It010,1,Alex,out,HDR-MOC-LG,Mocha,"Hot Drinks",Large,4.60
247,ORD202,"2024-02-14 13:22:00",It024,1,Jordan,in,SNK-SSM,"Sandwich Salami&Mozzarella",Snacks,N/A,5.50
248,ORD202,"2024-02-14 13:22:00",It008,1,Jordan,n/a,HDR-ESP,Espresso,"Hot Drinks",N/A,2.15
249,ORD203,"2024-02-14 13:29:00",It001,1,Chris,out,HDR-CAP-MD,Cappuccino,"Hot Drinks",Medium,3.45
250,ORD204,"2024-02-14 13:36:00",It019,1,Morgan,in,CDR-ICT-MD,"Iced Tea","Cold Drinks",Medium,3.25
251,ORD205,"2024-02-14 13:43:00",It013,1,Taylor,out,HDR-HCH-MD,"Hot Chocolate","Hot Drinks",Medium,4.20
252,ORD206,"2024-02-14 13:50:00",It026,1,Casey,in,NULL,NULL,NULL,NULL,NULL
253,ORD207,"2024-02-14 13:57:00",It004,1,Jamie,out,HDR-LAT-LG,Latte,"Hot Drinks",Large,3.75
254,ORD208,"2024-02-14 14:05:00",It021,1,Riley,in,CDR-LMN-MD,Lemonade,"Cold Drinks",Medium,3.35
255,ORD208,"2024-02-14 14:05:00",It002,1,Riley,n/a,HDR-CAP-LG,Cappuccino,"Hot Drinks",Large,3.75
256,ORD209,"2024-02-14 14:12:00",It018,1,Cameron,out,CDR-CMO-LG,"Cold Mocha","Cold Drinks",Large,4.60
257,ORD210,"2024-02-14 14:19:00",It025,1,Quinn,in,NULL,NULL,NULL,NULL,NULL
258,ORD211,"2024-02-14 14:26:00",It007,1,Peyton,out,HDR-CRM-LG,"Caramel Macchiato","Hot Drinks",Large,4.60
259,ORD212,"2024-02-14 14:33:00",It012,1,Brooke,in,HDR-WMO-LG,"White Mocha","Hot Drinks",Large,4.70
260,ORD213,"2024-02-14 14:40:00",It028,1,Sam,out,NULL,NULL,NULL,NULL,NULL
261,ORD214,"2024-02-14 14:47:00",It015,1,Pat,in,CDR-CCF-MD,"Cold Coffee","Cold Drinks",Medium,3.45
262,ORD215,"2024-02-14 15:04:00",It002,1,Alex,out,HDR-CAP-LG,Cappuccino,"Hot Drinks",Large,3.75
263,ORD216,"2024-02-14 15:22:00",It024,1,Jordan,in,SNK-SSM,"Sandwich Salami&Mozzarella",Snacks,N/A,5.50
264,ORD217,"2024-02-14 15:41:00",It018,1,Chris,out,CDR-CMO-LG,"Cold Mocha","Cold Drinks",Large,4.60
265,ORD218,"2024-02-14 15:59:00",It011,1,Morgan,in,HDR-WMO-MD,"White Mocha","Hot Drinks",Medium,4.50
266,ORD219,"2024-02-14 16:17:00",It005,1,Taylor,out,HDR-FLT,"Flat White","Hot Drinks",N/A,3.15
267,ORD220,"2024-02-14 16:35:00",It017,1,Casey,in,CDR-CMO-MD,"Cold Mocha","Cold Drinks",Medium,4.00
268,ORD221,"2024-02-14 16:53:00",It009,1,Jamie,out,HDR-MOC-MD,Mocha,"Hot Drinks",Medium,4.00
269,ORD222,"2024-02-14 17:00:00",It026,1,Riley,in,NULL,NULL,NULL,NULL,NULL
270,ORD223,"2024-02-15 07:02:00",It003,1,Anna,out,HDR-LAT-MD,Latte,"Hot Drinks",Medium,3.45
271,ORD224,"2024-02-15 07:09:00",It017,1,Bob,in,CDR-CMO-MD,"Cold Mocha","Cold Drinks",Medium,4.00
272,ORD224,"2024-02-15 07:09:00",It021,1,Bob,n/a,CDR-LMN-MD,Lemonade,"Cold Drinks",Medium,3.35
273,ORD225,"2024-02-15 07:16:00",It006,1,Carol,out,HDR-CRM-MD,"Caramel Macchiato","Hot Drinks",Medium,4.20
274,ORD226,"2024-02-15 07:23:00",It028,1,Dave,in,NULL,NULL,NULL,NULL,NULL
275,ORD227,"2024-02-15 07:30:00",It011,1,Eve,out,HDR-WMO-MD,"White Mocha","Hot Drinks",Medium,4.50
276,ORD227,"2024-02-15 07:30:00",It014,1,Eve,n/a,HDR-HCH-LG,"Hot Chocolate","Hot Drinks",Large,4.60
277,ORD228,"2024-02-15 07:37:00",It001,1,Frank,in,HDR-CAP-MD,Cappuccino,"Hot Drinks",Medium,3.45
278,ORD229,"2024-02-15 07:44:00",It019,1,Grace,out,CDR-ICT-MD,"Iced Tea","Cold Drinks",Medium,3.25
279,ORD230,"2024-02-15 07:52:00",It024,1,Helen,in,SNK-SSM,"Sandwich Salami&Mozzarella",Snacks,N/A,5.50
280,ORD231,"2024-02-15 07:59:00",It005,1,Ian,out,HDR-FLT,"Flat White","Hot Drinks",N/A,3.15
281,ORD231,"2024-02-15 07:59:00",It008,1,Ian,n/a,HDR-ESP,Espresso,"Hot Drinks",N/A,2.15
282,ORD232,"2024-02-15 08:06:00",It010,1,Jenny,in,HDR-MOC-LG,Mocha,"Hot Drinks",Large,4.60
283,ORD233,"2024-02-15 08:13:00",It013,1,Kyle,out,HDR-HCH-MD,"Hot Chocolate","Hot Drinks",Medium,4.20
284,ORD234,"2024-02-15 08:20:00",It016,1,Laura,in,CDR-CCF-LG,"Cold Coffee","Cold Drinks",Large,3.75
285,ORD234,"2024-02-15 08:20:00",It022,1,Laura,n/a,CDR-LMN-LG,Lemonade,"Cold Drinks",Large,3.75
286,ORD235,"2024-02-15 08:27:00",It025,1,Mike,out,NULL,NULL,NULL,NULL,NULL
287,ORD236,"2024-02-15 08:34:00",It007,1,Nina,in,HDR-CRM-LG,"Caramel Macchiato","Hot Drinks",Large,4.60
288,ORD237,"2024-02-15 08:41:00",It018,1,Oscar,out,CDR-CMO-LG,"Cold Mocha","Cold Drinks",Large,4.60
289,ORD238,"2024-02-15 08:48:00",It004,1,Paula,in,HDR-LAT-LG,Latte,"Hot Drinks",Large,3.75
290,ORD238,"2024-02-15 08:48:00",It027,1,Paula,n/a,NULL,NULL,NULL,NULL,NULL
291,ORD239,"2024-02-15 08:56:00",It009,1,Quinn,out,HDR-MOC-MD,Mocha,"Hot Drinks",Medium,4.00
292,ORD240,"2024-02-15 09:03:00",It002,1,Rachel,in,HDR-CAP-LG,Cappuccino,"Hot Drinks",Large,3.75
293,ORD241,"2024-02-15 09:10:00",It020,1,Steve,out,CDR-ICT-LG,"Iced Tea","Cold Drinks",Large,3.55
294,ORD242,"2024-02-15 09:17:00",It012,1,Tina,in,HDR-WMO-LG,"White Mocha","Hot Drinks",Large,4.70
295,ORD243,"2024-02-15 09:24:00",It015,1,Umar,out,CDR-CCF-MD,"Cold Coffee","Cold Drinks",Medium,3.45
296,ORD243,"2024-02-15 09:24:00",It026,1,Umar,n/a,NULL,NULL,NULL,NULL,NULL
297,ORD244,"2024-02-15 09:31:00",It023,1,Victor,in,SNK-SHC,"Sandwich Ham&Cheese",Snacks,N/A,5.60
298,ORD245,"2024-02-15 09:38:00",It008,1,Wendy,out,HDR-ESP,Espresso,"Hot Drinks",N/A,2.15
299,ORD246,"2024-02-15 09:48:00",It012,1,Alice,in,HDR-WMO-LG,"White Mocha","Hot Drinks",Large,4.70
300,ORD247,"2024-02-15 10:04:00",It021,1,Bob,out,CDR-LMN-MD,Lemonade,"Cold Drinks",Medium,3.35
301,ORD248,"2024-02-15 10:20:00",It004,1,Charlie,in,HDR-LAT-LG,Latte,"Hot Drinks",Large,3.75
302,ORD249,"2024-02-15 10:36:00",It027,1,Dana,out,NULL,NULL,NULL,NULL,NULL
303,ORD250,"2024-02-15 10:52:00",It009,1,Evan,in,HDR-MOC-MD,Mocha,"Hot Drinks",Medium,4.00
304,ORD251,"2024-02-15 11:08:00",It018,1,Fiona,out,CDR-CMO-LG,"Cold Mocha","Cold Drinks",Large,4.60
305,ORD251,"2024-02-15 11:08:00",It022,1,Fiona,n/a,CDR-LMN-LG,Lemonade,"Cold Drinks",Large,3.75
306,ORD252,"2024-02-15 11:24:00",It006,1,George,in,HDR-CRM-MD,"Caramel Macchiato","Hot Drinks",Medium,4.20
307,ORD253,"2024-02-15 11:40:00",It016,1,Hannah,out,CDR-CCF-LG,"Cold Coffee","Cold Drinks",Large,3.75
308,ORD254,"2024-02-15 11:56:00",It001,1,Ian,in,HDR-CAP-MD,Cappuccino,"Hot Drinks",Medium,3.45
309,ORD255,"2024-02-15 12:06:00",It007,1,Jake,out,HDR-CRM-LG,"Caramel Macchiato","Hot Drinks",Large,4.60
310,ORD256,"2024-02-15 12:12:00",It019,1,Karen,in,CDR-ICT-MD,"Iced Tea","Cold Drinks",Medium,3.25
311,ORD256,"2024-02-15 12:12:00",It023,1,Karen,n/a,SNK-SHC,"Sandwich Ham&Cheese",Snacks,N/A,5.60
312,ORD257,"2024-02-15 12:18:00",It002,1,Leo,out,HDR-CAP-LG,Cappuccino,"Hot Drinks",Large,3.75
313,ORD258,"2024-02-15 12:24:00",It015,1,Mia,in,CDR-CCF-MD,"Cold Coffee","Cold Drinks",Medium,3.45
314,ORD259,"2024-02-15 12:30:00",It010,1,Noah,out,HDR-MOC-LG,Mocha,"Hot Drinks",Large,4.60
315,ORD260,"2024-02-15 12:36:00",It026,1,Olivia,in,NULL,NULL,NULL,NULL,NULL
316,ORD261,"2024-02-15 12:42:00",It005,1,Paul,out,HDR-FLT,"Flat White","Hot Drinks",N/A,3.15
317,ORD262,"2024-02-15 12:48:00",It013,1,Quinn,in,HDR-HCH-MD,"Hot Chocolate","Hot Drinks",Medium,4.20
318,ORD263,"2024-02-15 12:54:00",It020,1,Riley,out,CDR-ICT-LG,"Iced Tea","Cold Drinks",Large,3.55
319,ORD263,"2024-02-15 12:54:00",It008,1,Riley,n/a,HDR-ESP,Espresso,"Hot Drinks",N/A,2.15
320,ORD264,"2024-02-15 13:00:00",It024,1,Sam,in,SNK-SSM,"Sandwich Salami&Mozzarella",Snacks,N/A,5.50
321,ORD265,"2024-02-15 13:06:00",It011,1,Tina,out,HDR-WMO-MD,"White Mocha","Hot Drinks",Medium,4.50
322,ORD266,"2024-02-15 13:12:00",It017,1,Umar,in,CDR-CMO-MD,"Cold Mocha","Cold Drinks",Medium,4.00
323,ORD267,"2024-02-15 13:18:00",It003,1,Victor,out,HDR-LAT-MD,Latte,"Hot Drinks",Medium,3.45
324,ORD268,"2024-02-15 13:24:00",It014,1,Wendy,in,HDR-HCH-LG,"Hot Chocolate","Hot Drinks",Large,4.60
325,ORD269,"2024-02-15 13:30:00",It001,1,Xavier,out,HDR-CAP-MD,Cappuccino,"Hot Drinks",Medium,3.45
326,ORD270,"2024-02-15 13:36:00",It009,1,Yara,in,HDR-MOC-MD,Mocha,"Hot Drinks",Medium,4.00
327,ORD271,"2024-02-15 13:42:00",It018,1,Zoe,out,CDR-CMO-LG,"Cold Mocha","Cold Drinks",Large,4.60
328,ORD272,"2024-02-15 13:48:00",It004,1,Amy,in,HDR-LAT-LG,Latte,"Hot Drinks",Large,3.75
329,ORD272,"2024-02-15 13:48:00",It028,1,Amy,n/a,NULL,NULL,NULL,NULL,NULL
330,ORD273,"2024-02-15 13:54:00",It021,1,Brad,out,CDR-LMN-MD,Lemonade,"Cold Drinks",Medium,3.35
331,ORD274,"2024-02-15 14:00:00",It006,1,Cindy,in,HDR-CRM-MD,"Caramel Macchiato","Hot Drinks",Medium,4.20
332,ORD275,"2024-02-15 14:06:00",It022,1,Derek,out,CDR-LMN-LG,Lemonade,"Cold Drinks",Large,3.75
333,ORD276,"2024-02-15 14:12:00",It012,1,Eliza,in,HDR-WMO-LG,"White Mocha","Hot Drinks",Large,4.70
334,ORD277,"2024-02-15 14:18:00",It027,1,Frank,out,NULL,NULL,NULL,NULL,NULL
335,ORD278,"2024-02-15 14:24:00",It016,1,Gigi,in,CDR-CCF-LG,"Cold Coffee","Cold Drinks",Large,3.75
336,ORD279,"2024-02-15 14:30:00",It025,1,Hugo,out,NULL,NULL,NULL,NULL,NULL
337,ORD280,"2024-02-15 14:36:00",It008,1,Ivy,in,HDR-ESP,Espresso,"Hot Drinks",N/A,2.15
338,ORD281,"2024-02-15 14:52:00",It002,1,Jake,out,HDR-CAP-LG,Cappuccino,"Hot Drinks",Large,3.75
339,ORD282,"2024-02-15 15:08:00",It017,1,Kara,in,CDR-CMO-MD,"Cold Mocha","Cold Drinks",Medium,4.00
340,ORD283,"2024-02-15 15:24:00",It011,1,Liam,out,HDR-WMO-MD,"White Mocha","Hot Drinks",Medium,4.50
341,ORD284,"2024-02-15 15:40:00",It024,1,Mia,in,SNK-SSM,"Sandwich Salami&Mozzarella",Snacks,N/A,5.50
342,ORD285,"2024-02-15 15:56:00",It005,1,Noel,out,HDR-FLT,"Flat White","Hot Drinks",N/A,3.15
343,ORD286,"2024-02-15 16:12:00",It020,1,Ophelia,in,CDR-ICT-LG,"Iced Tea","Cold Drinks",Large,3.55
344,ORD287,"2024-02-15 16:28:00",It014,1,Pablo,out,HDR-HCH-LG,"Hot Chocolate","Hot Drinks",Large,4.60
345,ORD288,"2024-02-15 16:44:00",It027,1,Quinn,in,NULL,NULL,NULL,NULL,NULL
346,ORD289,"2024-02-15 17:00:00",It009,1,Rita,out,HDR-MOC-MD,Mocha,"Hot Drinks",Medium,4.00
347,ORD290,"2024-02-16 07:08:00",It005,1,Sarah,out,HDR-FLT,"Flat White","Hot Drinks",N/A,3.15
348,ORD291,"2024-02-16 07:15:00",It012,1,Mike,in,HDR-WMO-LG,"White Mocha","Hot Drinks",Large,4.70
349,ORD292,"2024-02-16 07:22:00",It018,1,Lucy,n/a,CDR-CMO-LG,"Cold Mocha","Cold Drinks",Large,4.60
350,ORD292,"2024-02-16 07:22:00",It022,1,Lucy,out,CDR-LMN-LG,Lemonade,"Cold Drinks",Large,3.75
351,ORD293,"2024-02-16 07:29:00",It004,1,Tony,in,HDR-LAT-LG,Latte,"Hot Drinks",Large,3.75
352,ORD294,"2024-02-16 07:36:00",It027,1,Fiona,out,NULL,NULL,NULL,NULL,NULL
353,ORD295,"2024-02-16 07:43:00",It011,1,Greg,in,HDR-WMO-MD,"White Mocha","Hot Drinks",Medium,4.50
354,ORD296,"2024-02-16 07:51:00",It015,1,Hannah,out,CDR-CCF-MD,"Cold Coffee","Cold Drinks",Medium,3.45
355,ORD297,"2024-02-16 07:58:00",It001,1,Ivan,in,HDR-CAP-MD,Cappuccino,"Hot Drinks",Medium,3.45
356,ORD297,"2024-02-16 07:58:00",It006,1,Ivan,n/a,HDR-CRM-MD,"Caramel Macchiato","Hot Drinks",Medium,4.20
357,ORD298,"2024-02-16 08:05:00",It019,1,Julia,out,CDR-ICT-MD,"Iced Tea","Cold Drinks",Medium,3.25
358,ORD299,"2024-02-16 08:12:00",It023,1,Karl,in,SNK-SHC,"Sandwich Ham&Cheese",Snacks,N/A,5.60
359,ORD300,"2024-02-16 08:19:00",It009,1,Leah,out,HDR-MOC-MD,Mocha,"Hot Drinks",Medium,4.00
360,ORD301,"2024-02-16 08:26:00",It003,1,Max,in,HDR-LAT-MD,Latte,"Hot Drinks",Medium,3.45
361,ORD301,"2024-02-16 08:26:00",It020,1,Max,n/a,CDR-ICT-LG,"Iced Tea","Cold Drinks",Large,3.55
362,ORD302,"2024-02-16 08:33:00",It007,1,Nora,out,HDR-CRM-LG,"Caramel Macchiato","Hot Drinks",Large,4.60
363,ORD303,"2024-02-16 08:40:00",It013,1,Oscar,in,HDR-HCH-MD,"Hot Chocolate","Hot Drinks",Medium,4.20
364,ORD304,"2024-02-16 08:48:00",It026,1,Paula,out,NULL,NULL,NULL,NULL,NULL
365,ORD305,"2024-02-16 08:55:00",It010,1,Quinn,in,HDR-MOC-LG,Mocha,"Hot Drinks",Large,4.60
366,ORD306,"2024-02-16 09:02:00",It008,1,Rita,out,HDR-ESP,Espresso,"Hot Drinks",N/A,2.15
367,ORD307,"2024-02-16 09:09:00",It002,1,Steve,in,HDR-CAP-LG,Cappuccino,"Hot Drinks",Large,3.75
368,ORD307,"2024-02-16 09:09:00",It014,1,Steve,n/a,HDR-HCH-LG,"Hot Chocolate","Hot Drinks",Large,4.60
369,ORD308,"2024-02-16 09:16:00",It017,1,Tina,out,CDR-CMO-MD,"Cold Mocha","Cold Drinks",Medium,4.00
370,ORD309,"2024-02-16 09:23:00",It024,1,Uma,in,SNK-SSM,"Sandwich Salami&Mozzarella",Snacks,N/A,5.50
371,ORD310,"2024-02-16 09:30:00",It021,1,Victor,out,CDR-LMN-MD,Lemonade,"Cold Drinks",Medium,3.35
372,ORD311,"2024-02-16 09:38:00",It016,1,Wendy,in,CDR-CCF-LG,"Cold Coffee","Cold Drinks",Large,3.75
373,ORD312,"2024-02-16 09:45:00",It028,1,Xander,out,NULL,NULL,NULL,NULL,NULL
374,ORD313,"2024-02-16 09:52:00",It025,1,Yara,in,NULL,NULL,NULL,NULL,NULL
375,ORD314,"2024-02-16 09:59:00",It001,1,Zack,out,HDR-CAP-MD,Cappuccino,"Hot Drinks",Medium,3.45
376,ORD315,"2024-02-16 10:05:00",It003,1,Alice,in,HDR-LAT-MD,Latte,"Hot Drinks",Medium,3.45
377,ORD316,"2024-02-16 10:21:00",It020,1,Ben,out,CDR-ICT-LG,"Iced Tea","Cold Drinks",Large,3.55
378,ORD317,"2024-02-16 10:38:00",It008,1,Carla,in,HDR-ESP,Espresso,"Hot Drinks",N/A,2.15
379,ORD318,"2024-02-16 10:54:00",It017,1,David,out,CDR-CMO-MD,"Cold Mocha","Cold Drinks",Medium,4.00
380,ORD318,"2024-02-16 10:54:00",It025,1,David,n/a,NULL,NULL,NULL,NULL,NULL
381,ORD319,"2024-02-16 11:10:00",It012,1,Elena,in,HDR-WMO-LG,"White Mocha","Hot Drinks",Large,4.70
382,ORD320,"2024-02-16 11:26:00",It006,1,Frank,out,HDR-CRM-MD,"Caramel Macchiato","Hot Drinks",Medium,4.20
383,ORD321,"2024-02-16 11:43:00",It024,1,Gina,in,SNK-SSM,"Sandwich Salami&Mozzarella",Snacks,N/A,5.50
384,ORD322,"2024-02-16 11:59:00",It011,1,Harry,out,HDR-WMO-MD,"White Mocha","Hot Drinks",Medium,4.50
385,ORD323,"2024-02-16 12:06:00",It022,1,Iris,in,CDR-LMN-LG,Lemonade,"Cold Drinks",Large,3.75
386,ORD324,"2024-02-16 12:12:00",It005,1,Jack,out,HDR-FLT,"Flat White","Hot Drinks",N/A,3.15
387,ORD325,"2024-02-16 12:19:00",It009,1,Kiera,in,HDR-MOC-MD,Mocha,"Hot Drinks",Medium,4.00
388,ORD325,"2024-02-16 12:19:00",It013,1,Kiera,n/a,HDR-HCH-MD,"Hot Chocolate","Hot Drinks",Medium,4.20
389,ORD326,"2024-02-16 12:25:00",It018,1,Luke,out,CDR-CMO-LG,"Cold Mocha","Cold Drinks",Large,4.60
390,ORD327,"2024-02-16 12:32:00",It001,1,Mia,in,HDR-CAP-MD,Cappuccino,"Hot Drinks",Medium,3.45
391,ORD328,"2024-02-16 12:38:00",It026,1,Nia,out,NULL,NULL,NULL,NULL,NULL
392,ORD329,"2024-02-16 12:45:00",It004,1,Oscar,in,HDR-LAT-LG,Latte,"Hot Drinks",Large,3.75
393,ORD330,"2024-02-16 12:51:00",It010,1,Priya,out,HDR-MOC-LG,Mocha,"Hot Drinks",Large,4.60
394,ORD331,"2024-02-16 12:58:00",It017,1,Quinn,in,CDR-CMO-MD,"Cold Mocha","Cold Drinks",Medium,4.00
395,ORD331,"2024-02-16 12:58:00",It023,1,Quinn,n/a,SNK-SHC,"Sandwich Ham&Cheese",Snacks,N/A,5.60
396,ORD332,"2024-02-16 13:04:00",It006,1,Ravi,out,HDR-CRM-MD,"Caramel Macchiato","Hot Drinks",Medium,4.20
397,ORD333,"2024-02-16 13:11:00",It014,1,Sarah,in,HDR-HCH-LG,"Hot Chocolate","Hot Drinks",Large,4.60
398,ORD334,"2024-02-16 13:17:00",It027,1,Tim,out,NULL,NULL,NULL,NULL,NULL
399,ORD335,"2024-02-16 13:24:00",It008,1,Uma,in,HDR-ESP,Espresso,"Hot Drinks",N/A,2.15
400,ORD336,"2024-02-16 13:30:00",It020,1,Vicky,out,CDR-ICT-LG,"Iced Tea","Cold Drinks",Large,3.55
401,ORD337,"2024-02-16 13:37:00",It012,1,Wendy,in,HDR-WMO-LG,"White Mocha","Hot Drinks",Large,4.70
402,ORD338,"2024-02-16 13:43:00",It019,1,Xian,out,CDR-ICT-MD,"Iced Tea","Cold Drinks",Medium,3.25
403,ORD339,"2024-02-16 13:50:00",It003,1,Yara,in,HDR-LAT-MD,Latte,"Hot Drinks",Medium,3.45
404,ORD340,"2024-02-16 13:56:00",It007,1,Zack,out,HDR-CRM-LG,"Caramel Macchiato","Hot Drinks",Large,4.60
405,ORD341,"2024-02-16 14:03:00",It015,1,Amelia,in,CDR-CCF-MD,"Cold Coffee","Cold Drinks",Medium,3.45
406,ORD341,"2024-02-16 14:03:00",It024,1,Amelia,n/a,SNK-SSM,"Sandwich Salami&Mozzarella",Snacks,N/A,5.50
407,ORD342,"2024-02-16 14:09:00",It002,1,Brad,out,HDR-CAP-LG,Cappuccino,"Hot Drinks",Large,3.75
408,ORD343,"2024-02-16 14:16:00",It021,1,Cindy,in,CDR-LMN-MD,Lemonade,"Cold Drinks",Medium,3.35
409,ORD344,"2024-02-16 14:22:00",It011,1,Derek,out,HDR-WMO-MD,"White Mocha","Hot Drinks",Medium,4.50
410,ORD345,"2024-02-16 14:29:00",It028,1,Eliza,in,NULL,NULL,NULL,NULL,NULL
411,ORD346,"2024-02-16 14:35:00",It016,1,Faisal,out,CDR-CCF-LG,"Cold Coffee","Cold Drinks",Large,3.75
412,ORD347,"2024-02-16 14:42:00",It005,1,Georgia,in,HDR-FLT,"Flat White","Hot Drinks",N/A,3.15
413,ORD348,"2024-02-16 14:48:00",It022,1,Haris,out,CDR-LMN-LG,Lemonade,"Cold Drinks",Large,3.75
414,ORD349,"2024-02-16 14:55:00",It009,1,Ida,in,HDR-MOC-MD,Mocha,"Hot Drinks",Medium,4.00
415,ORD350,"2024-02-16 15:01:00",It025,1,Jaya,out,NULL,NULL,NULL,NULL,NULL
416,ORD351,"2024-02-16 15:08:00",It018,1,Kurt,in,CDR-CMO-LG,"Cold Mocha","Cold Drinks",Large,4.60
417,ORD352,"2024-02-16 15:14:00",It003,1,Lana,out,HDR-LAT-MD,Latte,"Hot Drinks",Medium,3.45
418,ORD353,"2024-02-16 15:21:00",It014,1,Moe,in,HDR-HCH-LG,"Hot Chocolate","Hot Drinks",Large,4.60
419,ORD354,"2024-02-16 15:34:00",It022,1,Ian,out,CDR-LMN-LG,Lemonade,"Cold Drinks",Large,3.75
420,ORD355,"2024-02-16 15:54:00",It009,1,Jenna,in,HDR-MOC-MD,Mocha,"Hot Drinks",Medium,4.00
421,ORD356,"2024-02-16 16:14:00",It005,1,Keith,out,HDR-FLT,"Flat White","Hot Drinks",N/A,3.15
422,ORD357,"2024-02-16 16:34:00",It018,1,Lila,in,CDR-CMO-LG,"Cold Mocha","Cold Drinks",Large,4.60
423,ORD358,"2024-02-16 16:54:00",It001,1,Mason,out,HDR-CAP-MD,Cappuccino,"Hot Drinks",Medium,3.45
424,ORD359,"2024-02-16 17:00:00",It014,1,Nora,in,HDR-HCH-LG,"Hot Chocolate","Hot Drinks",Large,4.60
425,ORD360,"2024-02-17 07:03:00",It001,1,Susie,in,HDR-CAP-MD,Cappuccino,"Hot Drinks",Medium,3.45
